# R [Mpc]	DeltaSigma_t [M_sun / pc^2]	DeltaSigma_t_err [M_sun / pc^2]	DeltaSigma_x [M_sun / pc^2]	DeltaSigma_x_err [M_sun / pc^2]
6.741303255123008709e-02 1.198058242550296058e+02 1.750451840843589579e+01 -1.241411661572386116e+01 1.698414670109210789e+01
1.117374272505147342e-01 8.521034954318717780e+01 1.125595108124048060e+01 -5.714195934477961814e+00 9.479004927414839798e+00
1.864328270753620731e-01 6.078578034970117727e+01 5.385708079622189892e+00 -1.344390232550808584e+00 4.927103715312519228e+00
3.097993533090918628e-01 3.770399003376618907e+01 3.458357115826476313e+00 2.150265125438838965e+00 3.011582114463984716e+00
5.146017564360931829e-01 2.146528385045786180e+01 1.657504552192514025e+00 -3.668838855794641862e+00 1.778629199589058185e+00
8.547088347083180437e-01 1.549972877418235839e+01 1.245514815913056905e+00 -2.575640850373023261e-01 1.001831909572010515e+00
1.418803019624799600e+00 9.160624100018175398e+00 6.952364616674973075e-01 -3.317599858581311567e-01 6.335949928919050178e-01
2.355634081397251389e+00 5.747333386930075783e+00 4.795754496252703780e-01 -2.671743026267716856e-02 4.195625984082503868e-01
3.908992261170178839e+00 2.713819456061981938e+00 2.864140857590760647e-01 -4.769212804993028937e-02 2.930090677613235162e-01
6.487493211176076358e+00 1.582718609617940864e+00 1.898343194986621685e-01 1.868562021901214731e-01 1.747723782272136428e-01
1.076626968833788389e+01 1.278640377638522452e+00 1.473885069659091607e-01 -4.413356683020821375e-02 1.163445258769532226e-01
1.785865047640406544e+01 8.250572799237115840e-01 1.038093872130566864e-01 8.762228856885205530e-03 9.472040847182845724e-02
2.961491855996505507e+01 4.102301331252732886e-01 9.119507549253530465e-02 -3.294657448071774269e-02 6.660291442112434290e-02
4.904490763886784777e+01 2.794757418004611416e-01 7.184066510828203411e-02 -1.989442012524473332e-03 5.698487137594792501e-02
8.113630403871643182e+01 3.552261426938312372e-01 8.046118080204610334e-02 3.950650840318606360e-02 4.018172048096036592e-02
