6.649599999999999955e-02 1.226803435625140963e+02 2.892414926269324837e+01 -1.774436575007981354e+00 2.892414926269324837e+01
1.103699999999999959e-01 8.240638197035163159e+01 2.015686801735614253e+01 -4.779170918062221052e-01 2.015686801735614253e+01
1.832000000000000017e-01 6.050414934535498190e+01 1.366844969345344651e+01 3.272962611294080726e-02 1.366844969345344651e+01
3.040900000000000269e-01 3.406856588249099360e+01 7.307410934080187381e+00 8.131317060137677188e-02 7.307410934080187381e+00
5.047399999999999665e-01 2.240177792018520009e+01 4.424429362123077247e+00 -1.176907284250364172e-02 4.424429362123077247e+00
8.377999999999999892e-01 1.248379725228348569e+01 2.574107165243561646e+00 5.099182320996029083e-03 2.574107165243561646e+00
1.390600000000000058e+00 6.671313553650590755e+00 1.777494191886229036e+00 -7.856773755449686369e-03 1.777494191886229036e+00
2.308199999999999807e+00 2.792136309710601783e+00 1.047839816998081597e+00 -2.965611464286043580e-04 1.047839816998081597e+00
3.831300000000000150e+00 3.511366804782996898e+00 6.993882557081518847e-01 -4.752150955500272778e-04 6.993882557081518847e-01
6.359399999999999942e+00 2.196556097465963031e+00 4.687505553200309594e-01 -2.153387672342160775e-04 4.687505553200309594e-01
1.055599999999999916e+01 1.038751063872946245e+00 3.163985429164847263e-01 -7.543371896348294303e-04 3.163985429164847263e-01
1.752100000000000080e+01 8.822025425908353036e-01 3.651991318512797791e-01 -1.790690736001021577e-04 3.651991318512797791e-01
2.908200000000000074e+01 8.365561792599933710e-01 5.104887260496753232e-01 2.778055258047529286e-04 5.104887260496753232e-01
4.827100000000000080e+01 5.968170575429688762e-01 6.950482796902399674e-01 -2.132490901395112104e-03 6.950482796902399674e-01
8.012300000000000466e+01 2.980161659793501006e-01 7.243016671038513543e-01 5.272702316576616255e-04 7.243016671038513543e-01
