6.649599999999999955e-02 8.553842821492173698e+01 2.361292093008587401e+01 3.325537254149331101e+00 2.361292093008587401e+01
1.103699999999999959e-01 7.974150904238472037e+01 1.268536429483295080e+01 -2.983854203113071257e+00 1.268536429483295080e+01
1.832000000000000017e-01 2.956632827371955230e+01 8.727773823960916388e+00 -1.113452523502575708e+01 8.727773823960916388e+00
3.040900000000000269e-01 3.551976117063574634e+01 4.425816377916182098e+00 -3.991867139111421992e+00 4.425816377916182098e+00
5.047399999999999665e-01 2.107246488414008923e+01 3.108055537841034610e+00 7.701414624494607786e+00 3.108055537841034610e+00
8.377999999999999892e-01 1.692085458860177027e+01 1.859279636074522957e+00 -8.229990318036237151e-02 1.859279636074522957e+00
1.390600000000000058e+00 9.189436991892918627e+00 1.160342878571259728e+00 1.886658776465444332e+00 1.160342878571259728e+00
2.308199999999999807e+00 4.034955608374489522e+00 8.195936722597247925e-01 2.018000085257639076e-01 8.195936722597247925e-01
3.831300000000000150e+00 2.158454153463361447e+00 4.701123828550107797e-01 -9.932804386307732269e-02 4.701123828550107797e-01
6.359399999999999942e+00 1.239668200011376564e+00 4.051749058336958642e-01 1.882366098034679858e-01 4.051749058336958642e-01
1.055599999999999916e+01 7.598880394537393945e-01 3.150837459363403648e-01 -1.056736565044491538e-02 3.150837459363403648e-01
1.752100000000000080e+01 2.844904501688482745e-01 3.036493925891883827e-01 -1.422530597472980163e-01 3.036493925891883827e-01
2.908200000000000074e+01 3.811527735633720715e-01 2.954833939709155533e-01 1.350367202191837812e-02 2.954833939709155533e-01
4.827100000000000080e+01 2.841373626960597698e-01 2.842149553317593336e-01 1.602420053000654931e-01 2.842149553317593336e-01
8.012300000000000466e+01 6.055867727148392943e-01 2.993409384570907550e-01 -1.952567489418299829e-01 2.993409384570907550e-01
