8.521041869827894288e+02 -8.986288423404610981e+00 -3.398176922868031369e+01 -1.038886092653013238e+00 -7.654897563131149774e+00 1.159805780296000677e+01 6.717276687510716826e+00 2.198654143624768409e+00 3.391606553084210329e+00 -6.647176295948206137e-01 6.307088223778946068e-01 1.212848404806055491e+00 3.355503341089860925e+00 4.131092884469562243e+00 -3.437726271360189934e+00
-8.986288423404610981e+00 4.127432472225792139e+02 -4.601664661369055942e+00 -4.399513977189141833e+00 -7.772082377917566287e-01 -3.410473935233982345e+00 -2.588807964182667565e+00 3.814606561872188273e+00 4.757682894724739597e-01 -2.823116975501293799e-02 1.486962426108129343e+00 -2.543952927182157042e-01 -1.946942940568683555e+00 -2.185344614958270260e+00 -2.092353179903093885e+00
-3.398176922868031369e+01 -4.601664661369055942e+00 1.883618561522501977e+02 -1.202376282635919935e+01 -1.017863520343865957e+01 -3.826400232431276249e-02 6.121842119470906063e+00 1.066503994357187013e+00 -1.489248690214314053e+00 -3.612707428651130148e-01 5.445827016309292556e-01 1.092592135189339064e+00 7.782906577496608858e-01 1.387269883063619313e-01 -1.511621079380041532e+00
-1.038886092653013238e+00 -4.399513977189141833e+00 -1.202376282635919935e+01 5.418499727904946894e+01 3.353070951292474344e+00 -3.050569726614485444e-02 -6.249114310134874506e-01 5.790508742640819717e-01 6.660820036301650093e-01 1.596462371365446331e-01 -1.387297042491482668e-01 -5.232312456176804044e-03 3.369947267405295488e-01 1.458053141079122206e+00 1.388850520287859824e+00
-7.654897563131149774e+00 -7.772082377917566287e-01 -1.017863520343865957e+01 3.353070951292474344e+00 1.987793716785577303e+01 -1.547540528703382989e+00 -5.741870640734235420e-02 4.652946000075638966e-01 3.262058997304344982e-02 1.087204744097526460e-01 -2.165983845325167856e-01 -4.110165309690531621e-01 -2.288438869167300771e-01 -1.590702513825608122e-01 2.488078128094297625e-01
1.159805780296000677e+01 -3.410473935233982345e+00 -3.826400232431276249e-02 -3.050569726614485444e-02 -1.547540528703382989e+00 6.738522311295310985e+00 3.310042951343346584e-01 -5.217763291967671135e-02 2.914247365820857305e-01 -2.516574766129917595e-01 -1.110319949703797715e-01 1.045712240793890135e-01 2.775444977250642875e-01 3.435514963906028951e-01 1.091805720805958946e-01
6.717276687510716826e+00 -2.588807964182667565e+00 6.121842119470906063e+00 -6.249114310134874506e-01 -5.741870640734235420e-02 3.310042951343346584e-01 3.208262871423594120e+00 -7.114796643766377326e-02 1.086582070472728312e-01 -1.918180540903191220e-02 1.467998013427029014e-01 9.683666298079313117e-02 1.207581256498910793e-01 -6.489479083420024441e-02 -2.430188651164539582e-01
2.198654143624768409e+00 3.814606561872188273e+00 1.066503994357187013e+00 5.790508742640819717e-01 4.652946000075638966e-01 -5.217763291967671135e-02 -7.114796643766377326e-02 1.116394346024601969e+00 5.648134446790840230e-02 -5.087504388108781556e-02 -7.355233186208923191e-02 -1.798007851733234713e-02 -1.143090716507621065e-03 -2.296510150222944024e-02 -4.083508227855209977e-02
3.391606553084210329e+00 4.757682894724739597e-01 -1.489248690214314053e+00 6.660820036301650093e-01 3.262058997304344982e-02 2.914247365820857305e-01 1.086582070472728312e-01 5.648134446790840230e-02 5.193085512828599093e-01 1.002053648596254870e-01 1.444792011867586726e-02 8.654225134588617793e-03 -4.925508312571152958e-02 -3.744630241130052217e-02 -3.980861780434587216e-02
-6.647176295948206137e-01 -2.823116975501293799e-02 -3.612707428651130148e-01 1.596462371365446331e-01 1.087204744097526460e-01 -2.516574766129917595e-01 -1.918180540903191220e-02 -5.087504388108781556e-02 1.002053648596254870e-01 2.462317835839043789e-01 2.373433537035254948e-02 1.357479150781969526e-02 -3.261054131676858342e-02 1.534074802159630241e-03 5.260958334777829370e-02
6.307088223778946068e-01 1.486962426108129343e+00 5.445827016309292556e-01 -1.387297042491482668e-01 -2.165983845325167856e-01 -1.110319949703797715e-01 1.467998013427029014e-01 -7.355233186208923191e-02 1.444792011867586726e-02 2.373433537035254948e-02 1.338534749845599892e-01 7.136625229073054189e-02 4.156612883434693262e-02 5.084023575343988438e-02 -2.499771135618484783e-02
1.212848404806055491e+00 -2.543952927182157042e-01 1.092592135189339064e+00 -5.232312456176804044e-03 -4.110165309690531621e-01 1.045712240793890135e-01 9.683666298079313117e-02 -1.798007851733234713e-02 8.654225134588617793e-03 1.357479150781969526e-02 7.136625229073054189e-02 1.907429080128572318e-01 1.554547958267052943e-01 1.551337383194443809e-01 7.019279481033881274e-02
3.355503341089860925e+00 -1.946942940568683555e+00 7.782906577496608858e-01 3.369947267405295488e-01 -2.288438869167300771e-01 2.775444977250642875e-01 1.207581256498910793e-01 -1.143090716507621065e-03 -4.925508312571152958e-02 -3.261054131676858342e-02 4.156612883434693262e-02 1.554547958267052943e-01 4.446732205414779537e-01 4.536922351690728661e-01 1.308849717641880073e-01
4.131092884469562243e+00 -2.185344614958270260e+00 1.387269883063619313e-01 1.458053141079122206e+00 -1.590702513825608122e-01 3.435514963906028951e-01 -6.489479083420024441e-02 -2.296510150222944024e-02 -3.744630241130052217e-02 1.534074802159630241e-03 5.084023575343988438e-02 1.551337383194443809e-01 4.536922351690728661e-01 8.508055398371487943e-01 5.440682548177745437e-01
-3.437726271360189934e+00 -2.092353179903093885e+00 -1.511621079380041532e+00 1.388850520287859824e+00 2.488078128094297625e-01 1.091805720805958946e-01 -2.430188651164539582e-01 -4.083508227855209977e-02 -3.980861780434587216e-02 5.260958334777829370e-02 -2.499771135618484783e-02 7.019279481033881274e-02 1.308849717641880073e-01 5.440682548177745437e-01 9.294640880942151018e-01
