6.649599999999999955e-02 8.516086188079825092e+01 1.496449329057759314e+01 2.651080734928391802e+00 1.496449329057759314e+01
1.103699999999999959e-01 6.065836566148844611e+01 8.956602039939108195e+00 1.238200896310983090e+01 8.956602039939108195e+00
1.832000000000000017e-01 5.119914423037613460e+01 5.977898595617305411e+00 -8.766012190857855657e+00 5.977898595617305411e+00
3.040900000000000269e-01 2.544235575292081109e+01 3.641612970844349206e+00 -1.595749637617780436e-01 3.641612970844349206e+00
5.047399999999999665e-01 1.930623721983598884e+01 2.190000307007227143e+00 -2.929140247756533366e+00 2.190000307007227143e+00
8.377999999999999892e-01 1.145950008729914416e+01 1.494641853101041695e+00 1.983764357036987169e+00 1.494641853101041695e+00
1.390600000000000058e+00 8.730906123694026633e+00 8.202395058092555313e-01 9.791415438391362080e-01 8.202395058092555313e-01
2.308199999999999807e+00 3.847623430954714596e+00 6.203615224940091100e-01 -7.769494939411084045e-02 6.203615224940091100e-01
3.831300000000000150e+00 2.179584081836723364e+00 3.946990228104986786e-01 -3.126001756969455370e-01 3.946990228104986786e-01
6.359399999999999942e+00 9.759257255940199105e-01 3.276507885550763999e-01 1.025518800116732715e-01 3.276507885550763999e-01
1.055599999999999916e+01 7.754564735429522182e-01 2.881186283806358439e-01 5.494639765082198757e-02 2.881186283806358439e-01
1.752100000000000080e+01 6.209247738350673895e-01 2.720978213759164266e-01 3.419037792961382438e-02 2.720978213759164266e-01
2.908200000000000074e+01 6.012351753454395764e-01 2.471088392720670046e-01 -3.490025445375954938e-02 2.471088392720670046e-01
4.827100000000000080e+01 3.758040585932127531e-01 2.291373238106545751e-01 3.379342948892438692e-02 2.291373238106545751e-01
8.012300000000000466e+01 3.104129198777463294e-01 2.256378816942783139e-01 8.786406890497655553e-02 2.256378816942783139e-01
