6.649599999999999955e-02 1.150360035902103419e+02 2.253432491231122725e+01 -4.985727287514815642e-02 2.253432491231122725e+01
1.103699999999999959e-01 8.863953274651710501e+01 1.524604459029796466e+01 1.431033756142431335e-01 1.524604459029796466e+01
1.832000000000000017e-01 6.316032209303230616e+01 8.334026130223300299e+00 1.041267035064067370e-01 8.334026130223300299e+00
3.040900000000000269e-01 2.668996187312417234e+01 5.442539403818026145e+00 -2.043785203196768485e-02 5.442539403818026145e+00
5.047399999999999665e-01 2.050684715603713926e+01 3.558338572401796185e+00 1.599927630403708001e-02 3.558338572401796185e+00
8.377999999999999892e-01 1.231252246670653783e+01 2.179968785864875525e+00 2.213124942940736251e-03 2.179968785864875525e+00
1.390600000000000058e+00 7.281756689712391761e+00 1.399586534769276858e+00 -5.628516067480993090e-05 1.399586534769276858e+00
2.308199999999999807e+00 3.393791072786664476e+00 8.662264660309029196e-01 2.126945927534290570e-04 8.662264660309029196e-01
3.831300000000000150e+00 2.231052349904143917e+00 5.325222241893079467e-01 4.940139421606426495e-04 5.325222241893079467e-01
6.359399999999999942e+00 9.695738308842501985e-01 3.809751407092256681e-01 -4.897541010987771504e-04 3.809751407092256681e-01
1.055599999999999916e+01 8.366007365995501432e-01 3.046418238764889153e-01 1.018463517585138645e-03 3.046418238764889153e-01
1.752100000000000080e+01 5.254388507864659053e-01 2.615381030351071057e-01 1.763016611045969961e-03 2.615381030351071057e-01
2.908200000000000074e+01 4.026652152598811929e-01 3.972926796661394033e-01 9.225307788975789514e-03 3.972926796661394033e-01
4.827100000000000080e+01 6.574430002005910989e-01 5.157206827345460765e-01 1.419669594588590655e-02 5.157206827345460765e-01
8.012300000000000466e+01 2.655175907228662924e-01 5.504251295036802771e-01 2.433595538070476572e-02 5.504251295036802771e-01
