6.730320503259052600e+01 2.873005069173301607e+01 1.432053526082226647e+01 4.510147294418101360e+00 3.315391320759239591e+00 1.022983930739086667e+00 4.141949207969339852e-01 2.731481110293791925e-01 1.830177624123097146e-01 3.140358912302496641e-01 1.275627048716862499e-01 1.030116065922274809e-01
2.873005069173301607e+01 2.058437421035032600e+01 6.916478563268419144e+00 2.274893608305311954e+00 1.249184375818714887e+00 2.817242279449470033e-01 2.703601316785482211e-01 1.496822368346882315e-01 1.134671794201208561e-01 3.374914451934035720e-02 1.824476529272726633e-01 1.039314647292462201e-01
1.432053526082226647e+01 6.916478563268419144e+00 5.371414520548816185e+00 1.169363657473025286e+00 5.059914320422874701e-01 2.400974544180319303e-01 8.500495075498451514e-02 6.605274197757160515e-02 9.275515402526268716e-02 5.038418283704128309e-02 6.090466031070194269e-02 4.641790911091456251e-02
4.510147294418101360e+00 2.274893608305312398e+00 1.169363657473025064e+00 1.917401896489667745e+00 3.956347730457012712e-01 1.012843714827385416e-01 1.019474197579122721e-01 2.647871912932443783e-02 3.808690942623920578e-02 2.724953915156948930e-02 1.719961195064043796e-02 2.307742450833541459e-02
3.315391320759240035e+00 1.249184375818714665e+00 5.059914320422874701e-01 3.956347730457012712e-01 5.698755658826277770e-01 9.037477833176309205e-02 8.632921197582736628e-02 2.332686213864686511e-02 1.148489810228672629e-02 6.059461604252499960e-03 2.337147556473881740e-02 1.556335024598878153e-02
1.022983930739086667e+00 2.817242279449470588e-01 2.400974544180319303e-01 1.012843714827385416e-01 9.037477833176309205e-02 1.799881158545063031e-01 2.837264709392211398e-02 4.586752236847276704e-02 1.774038133172490400e-02 1.137927886740824034e-02 1.655001709676743498e-03 1.299413256455096439e-03
4.141949207969339852e-01 2.703601316785482211e-01 8.500495075498451514e-02 1.019474197579122721e-01 8.632921197582736628e-02 2.837264709392211398e-02 6.233234657223618580e-02 1.020010923196405968e-02 4.581819464809028068e-03 5.985834414051083123e-03 3.044962849214687085e-04 9.322468943560535681e-03
2.731481110293791925e-01 1.496822368346882315e-01 6.605274197757160515e-02 2.647871912932443783e-02 2.332686213864686858e-02 4.586752236847276704e-02 1.020010923196405968e-02 3.584339174554158208e-02 1.304508120798020081e-02 2.729385779509993851e-03 1.766017539617020489e-03 1.495405698886127354e-03
1.830177624123097146e-01 1.134671794201208561e-01 9.275515402526268716e-02 3.808690942623920578e-02 1.148489810228672629e-02 1.774038133172490400e-02 4.581819464809028068e-03 1.304508120798020081e-02 1.463271846033126905e-02 6.631189808643034485e-03 3.528010047470792315e-03 4.333607404146916191e-03
3.140358912302496641e-01 3.374914451934035720e-02 5.038418283704128309e-02 2.724953915156948930e-02 6.059461604252499960e-03 1.137927886740824034e-02 5.985834414051083123e-03 2.729385779509993851e-03 6.631189808643034485e-03 8.333338291972691714e-03 6.729185104308670583e-03 2.260843916364307579e-03
1.275627048716862499e-01 1.824476529272726633e-01 6.090466031070193575e-02 1.719961195064043796e-02 2.337147556473881740e-02 1.655001709676743715e-03 3.044962849214687085e-04 1.766017539617020489e-03 3.528010047470792315e-03 6.729185104308670583e-03 6.325325318785572290e-03 5.426991757895115523e-03
1.030116065922274809e-01 1.039314647292462201e-01 4.641790911091456251e-02 2.307742450833541806e-02 1.556335024598878153e-02 1.299413256455096439e-03 9.322468943560535681e-03 1.495405698886127354e-03 4.333607404146916191e-03 2.260843916364307579e-03 5.426991757895115523e-03 4.294312913294674044e-03
