8.993397082456078806e+01 4.016738145865152632e+01 1.552165596028893368e+01 9.069281889303177024e+00 4.271181284492195473e+00 2.213605872268776587e+00 8.373543436178583210e-01 3.848236957101018874e-01 8.001300106498447640e-02 5.052033014832575664e-02 6.922811848799326206e-02 6.049723447491668626e-02
4.016738145865152632e+01 2.711383866529902775e+01 8.282942539017126293e+00 4.704281014800942629e+00 2.067126371836076615e+00 1.142454773422398207e+00 4.389800359921158801e-01 1.782971742742085475e-01 8.627777147780567313e-02 2.271432550136299328e-02 7.526327923893290361e-02 2.184052850973246945e-02
1.552165596028893191e+01 8.282942539017124517e+00 4.836038242861257608e+00 1.813640180766723953e+00 8.627671313524967189e-01 4.456096018833749506e-01 1.590517305778855472e-01 8.108747796539797492e-02 3.120204932415191618e-02 1.990160159450020394e-02 2.899971013040122947e-02 1.380942109293719668e-02
9.069281889303177024e+00 4.704281014800942629e+00 1.813640180766723953e+00 1.800603977148544477e+00 4.613984737969614724e-01 2.799631373090629149e-01 1.011304268119590510e-01 4.928960087449198169e-02 1.513662111800546245e-02 2.384341398933766468e-02 4.066828687682309297e-03 6.285688963593420546e-03
4.271181284492195473e+00 2.067126371836076615e+00 8.627671313524968300e-01 4.613984737969614724e-01 4.795157128476456032e-01 1.518015630470588295e-01 5.184978556514664716e-02 1.775525455028274108e-02 2.208827977859502065e-02 1.625560239764291953e-02 4.310107870134678373e-03 7.857281564727026241e-03
2.213605872268776587e+00 1.142454773422398207e+00 4.456096018833748396e-01 2.799631373090629149e-01 1.518015630470588573e-01 1.775851014006561979e-01 4.570001105222754045e-02 1.238101056117181346e-02 2.458434838175322344e-03 1.795985928920292192e-03 1.067899602996606398e-03 1.125791489504516033e-03
8.373543436178582100e-01 4.389800359921158801e-01 1.590517305778855750e-01 1.011304268119590510e-01 5.184978556514666104e-02 4.570001105222754045e-02 5.277269462265272298e-02 1.169236367101404543e-02 5.384909150363928129e-03 1.226869931626310825e-03 1.542296153551073841e-03 5.431494661808152370e-04
3.848236957101018874e-01 1.782971742742085197e-01 8.108747796539797492e-02 4.928960087449198169e-02 1.775525455028273761e-02 1.238101056117181346e-02 1.169236367101404543e-02 2.207017688505774622e-02 6.517058770309541900e-03 5.810439913293374663e-03 1.644340024228308590e-03 1.680626643503075430e-03
8.001300106498446252e-02 8.627777147780567313e-02 3.120204932415191618e-02 1.513662111800546245e-02 2.208827977859502065e-02 2.458434838175322344e-03 5.384909150363928129e-03 6.517058770309541900e-03 1.276081077950220848e-02 6.845343465809020957e-03 2.035590523059001809e-03 3.135220082462028042e-05
5.052033014832575664e-02 2.271432550136299675e-02 1.990160159450020741e-02 2.384341398933766468e-02 1.625560239764291953e-02 1.795985928920292409e-03 1.226869931626310825e-03 5.810439913293374663e-03 6.845343465809020957e-03 6.422650228980078188e-03 3.520014552183468783e-03 2.471396684030688481e-04
6.922811848799326206e-02 7.526327923893290361e-02 2.899971013040122947e-02 4.066828687682309297e-03 4.310107870134678373e-03 1.067899602996606181e-03 1.542296153551073841e-03 1.644340024228308590e-03 2.035590523059001809e-03 3.520014552183468783e-03 4.911522215398187764e-03 2.601778997408700674e-03
6.049723447491668626e-02 2.184052850973246945e-02 1.380942109293719668e-02 6.285688963593419679e-03 7.857281564727026241e-03 1.125791489504516033e-03 5.431494661808151285e-04 1.680626643503075430e-03 3.135220082462027364e-05 2.471396684030688481e-04 2.601778997408700674e-03 3.054082840030382124e-03
