2.058918645066435404e-01 3.747123346356526241e+01 7.761199485026482492e+00
3.419025289435608794e-01 2.367566478980991818e+01 4.189671315999563106e+00
5.677744325673226289e-01 1.398224827211577015e+01 2.126056040378125012e+00
9.429490956007746671e-01 8.054626245314054245e+00 1.226350797629341294e+00
1.565351923269150403e+00 4.195574965609378815e+00 6.688479543209847611e-01
2.598419185984275792e+00 1.606061785042633083e+00 3.654794602093928146e-01
4.312569191873150132e+00 1.217068857476667709e+00 2.189485916834737478e-01
7.158431659861623331e+00 8.042630158202769275e-01 1.620266003109131214e-01
1.188145204751749517e+01 5.125042602831773042e-01 1.044309175646971205e-01
1.971747903128547819e+01 4.181296104632855060e-01 8.427346939882886245e-02
3.271235222521893604e+01 3.038739269899437545e-01 7.680105736855066811e-02
5.425606819608655229e+01 1.212210451210030682e-01 6.464877373221643297e-02
