1.764627116457778422e-01 4.804608429521732660e+01 9.284291274559123508e+00
2.930707772697604407e-01 3.287584849116665708e+01 5.042782648375169430e+00
4.866337545225908334e-01 1.831830376852712305e+01 2.126842827392285695e+00
8.080037176897509887e-01 1.328168092677393020e+01 1.260752439648008094e+00
1.341209001568879122e+00 7.471378728342827458e+00 6.465996717986343123e-01
2.226514390459047643e+00 4.248363597731306562e+00 3.861319514552719601e-01
3.695215525482642427e+00 2.020229934755180423e+00 2.060020011861498079e-01
6.133106819015457845e+00 1.178924372418211686e+00 1.365942057958061950e-01
1.017925154921250552e+01 9.028543394156740565e-01 1.034543777382175289e-01
1.689024513743530065e+01 5.850952878478380415e-01 7.605693037766585174e-02
2.802190892052731641e+01 3.089100263376412525e-01 6.711104743662479888e-02
4.645861430679551063e+01 2.102760455262453199e-01 5.363230332220897401e-02
