1.603577723299290658e-01 4.888040698836569931e+01 9.185570472205347059e+00
2.661324144466710173e-01 3.528393000120853884e+01 5.687041171667969408e+00
4.421527803152662806e-01 2.084958865536451356e+01 2.561844181760474903e+00
7.341621574044634446e-01 1.302886579491822872e+01 1.167078489861645085e+00
1.218995084928329087e+00 7.783131882599213291e+00 5.954870099249224280e-01
2.023565143857938953e+00 3.955085752032096558e+00 3.184116442151362358e-01
3.359153803726916188e+00 2.022911668718363476e+00 1.926508767675977618e-01
5.575011041603232798e+00 1.351260071533597396e+00 1.347179373138993053e-01
9.250823012335668949e+00 8.384806017055875804e-01 9.647696697592070270e-02
1.534760928038613770e+01 5.430260648848359573e-01 8.815106258882701717e-02
2.545461607170664564e+01 4.363897371546825443e-01 7.026309410541844991e-02
4.218175014571848180e+01 3.817582343828657132e-01 8.096774847694510058e-02
