6.758422339959271596e+01 2.950557266799047440e+01 1.180512425406490884e+01 4.424514400119609725e+00 3.021869387351376890e+00 1.451121864703032838e+00 2.820617839297790419e-01 1.237496303930253339e-01 1.062363550356961173e-01 9.232145689632209606e-02 1.179621490056884797e-01 9.398976716804853526e-02
2.950557266799047440e+01 1.831294596323426305e+01 6.196862710487840431e+00 3.357693266066051230e+00 1.651461018128417502e+00 6.118394381290455097e-01 2.493054999612189238e-01 5.832567341601366251e-02 7.053342419577371403e-02 1.296441678864268809e-01 1.229123921517182028e-01 2.235449764719846244e-02
1.180512425406490706e+01 6.196862710487840431e+00 3.823775755481647831e+00 8.570520421870301275e-01 6.190634651031726721e-01 2.652902573019593757e-01 9.346085472299150987e-02 3.090226731729517687e-02 6.416306705710798919e-02 1.095828261843876869e-02 3.534217264838218631e-02 1.259678825211520137e-02
4.424514400119609725e+00 3.357693266066051230e+00 8.570520421870300165e-01 1.046505852674556092e+00 2.659727115123302066e-01 1.122278671360278646e-01 5.083267041687045129e-02 6.676407744540840093e-03 5.888791588221836681e-03 2.313174738023412308e-02 1.429992513959698133e-02 1.025620834762130951e-02
3.021869387351376890e+00 1.651461018128417502e+00 6.190634651031726721e-01 2.659727115123301511e-01 4.072856826626613524e-01 5.587668619031374573e-02 4.140047437541467118e-02 5.581895123307461376e-03 2.933110525386505019e-02 1.758818473692909390e-02 1.030918061523697533e-02 5.601301621395865689e-03
1.451121864703032838e+00 6.118394381290455097e-01 2.652902573019594312e-01 1.122278671360278646e-01 5.587668619031375961e-02 9.910172496174159129e-02 2.272981946518769225e-02 2.984651708252131913e-03 3.393119498843801766e-03 7.626979033002938800e-03 5.620311692277989504e-03 3.144616978655101654e-03
2.820617839297790419e-01 2.493054999612189793e-01 9.346085472299152375e-02 5.083267041687045129e-02 4.140047437541467118e-02 2.272981946518769225e-02 4.053491100338740133e-02 3.276022744816564289e-03 4.052125951935525369e-03 2.658365646567913999e-03 9.187859899321011150e-04 3.015278891661206384e-03
1.237496303930253339e-01 5.832567341601366251e-02 3.090226731729517687e-02 6.676407744540840093e-03 5.581895123307461376e-03 2.984651708252131479e-03 3.276022744816564289e-03 1.818028446523552860e-02 7.014426859232138385e-03 5.222496923174926343e-03 6.788804751882130837e-04 1.444698675946276501e-03
1.062363550356961173e-01 7.053342419577371403e-02 6.416306705710798919e-02 5.888791588221836681e-03 2.933110525386505019e-02 3.393119498843802199e-03 4.052125951935525369e-03 7.014426859232138385e-03 9.350823866880655227e-03 7.569380403027494743e-03 1.219961969887219892e-03 1.525358344955279714e-03
9.232145689632209606e-02 1.296441678864268809e-01 1.095828261843877043e-02 2.313174738023412308e-02 1.758818473692909390e-02 7.626979033002938800e-03 2.658365646567913999e-03 5.222496923174926343e-03 7.569380403027494743e-03 7.174285885081449834e-03 7.022695271450616131e-03 2.630095659305526669e-03
1.179621490056884797e-01 1.229123921517182028e-01 3.534217264838218631e-02 1.429992513959698133e-02 1.030918061523697533e-02 5.620311692277989504e-03 9.187859899321011150e-04 6.788804751882130837e-04 1.219961969887219892e-03 7.022695271450616131e-03 4.789143290843396288e-03 3.791031114046539401e-03
9.398976716804853526e-02 2.235449764719846244e-02 1.259678825211520310e-02 1.025620834762130951e-02 5.601301621395866556e-03 3.144616978655101654e-03 3.015278891661206384e-03 1.444698675946276501e-03 1.525358344955279714e-03 2.630095659305526669e-03 3.791031114046539401e-03 2.239835002624018974e-03
