6.649599999999999955e-02 1.023381803513649544e+02 1.331007358712268029e+01
1.103699999999999959e-01 8.104883816011866315e+01 8.240961054981903899e+00
1.832000000000000017e-01 5.214729179272515580e+01 4.580283186361991277e+00
3.040900000000000269e-01 3.722698102365718142e+01 2.750712841589670443e+00
5.047399999999999665e-01 2.159711184481141899e+01 1.477078212560326120e+00
8.377999999999999892e-01 1.601315858749835996e+01 1.039394029582858092e+00
1.390600000000000058e+00 9.196232507115446708e+00 5.981376497664295799e-01
2.308199999999999807e+00 5.319447366525723808e+00 4.146563216827910403e-01
3.831300000000000150e+00 2.571136183113789997e+00 2.453694968593782832e-01
6.359399999999999942e+00 1.525227263301944136e+00 1.723848718794792900e-01
1.055599999999999916e+01 1.190222066624540664e+00 1.341029181984327023e-01
1.752100000000000080e+01 7.692997313353713285e-01 9.831375682941422001e-02
2.908200000000000074e+01 4.076603562855237173e-01 8.712605944898141330e-02
4.827100000000000080e+01 2.798274981991488719e-01 6.970723413414314784e-02
8.012300000000000466e+01 3.720159652652743620e-01 7.770012938184529816e-02
