6.649599999999999955e-02 8.486183487905904599e+01 1.441975526312037736e+01
1.103699999999999959e-01 6.931128160827856277e+01 7.785188020134969911e+00
1.832000000000000017e-01 5.594482651032970466e+01 4.253602887107666319e+00
3.040900000000000269e-01 3.207662703138581861e+01 3.122112857123771068e+00
5.047399999999999665e-01 1.834616925973000079e+01 1.796168828501267800e+00
8.377999999999999892e-01 9.571801448227608589e+00 1.133468329379789807e+00
1.390600000000000058e+00 6.825830989317046793e+00 7.233958806241803652e-01
2.308199999999999807e+00 3.492921463490575196e+00 3.843959982548782461e-01
3.831300000000000150e+00 1.927656315017112210e+00 2.690518752190479423e-01
6.359399999999999942e+00 1.016073315384785181e+00 1.848560240501669893e-01
1.055599999999999916e+01 6.760272967708151892e-01 1.348934426444974299e-01
1.752100000000000080e+01 5.046346506544380217e-01 1.181237425678677566e-01
2.908200000000000074e+01 4.256038706365091739e-01 1.029775885721617573e-01
4.827100000000000080e+01 3.187731349746605325e-01 7.257878792010032110e-02
8.012300000000000466e+01 9.129506969602167732e-02 8.583711828528511889e-02
