6.649599999999999955e-02 1.350455488023135047e+02 2.035604598792838260e+01
1.103699999999999959e-01 8.325232949171015662e+01 1.265309463848730154e+01
1.832000000000000017e-01 5.402291223806194154e+01 7.759360486711710969e+00
3.040900000000000269e-01 3.589524537750673261e+01 4.771006638311760639e+00
5.047399999999999665e-01 2.217572900672297465e+01 2.654706468023328991e+00
8.377999999999999892e-01 1.327493688895534696e+01 1.758198454005303057e+00
1.390600000000000058e+00 7.224154056850423444e+00 1.031080888113833582e+00
2.308199999999999807e+00 3.000094023200682525e+00 6.264863615325492185e-01
3.831300000000000150e+00 2.303864958621775205e+00 3.782901851076810873e-01
6.359399999999999942e+00 1.550824235996415723e+00 2.845911588508421297e-01
1.055599999999999916e+01 9.974989575926018759e-01 1.833314173095968169e-01
1.752100000000000080e+01 8.144555454870696654e-01 1.476991647576920141e-01
2.908200000000000074e+01 5.912150545777002941e-01 1.353083013125807865e-01
4.827100000000000080e+01 2.543322325333357004e-01 1.148114833716561561e-01
8.012300000000000466e+01 1.783609766056568069e-01 1.107659562233872380e-01
